id,카테고리명,분류기준,식품명,설명,ingre,recipe
2042,양식,파스타류,바질파스타,Pasta made with fragrant basil pesto.,"Spaghetti noodles, basil pesto 2+1/2 spoons, garlic cloves, peperoncino, olive oil, salt, pepper, parmesan cheese powder","Add a little salt to boiling water, add spaghetti noodles and boil for 8 minutes. Then, if you put batcher urea through a sieve, the noodles will be cut and chewy. Put olive oil in a pan and fry the minced garlic and peperoncino. Cut and put roncino. Add boiled spaghetti noodles and basil pesto, sprinkle with salt and pepper, and fry. Put 3 in a bowl and sprinkle with Parmesan cheese to finish."
2043,한식,찌개류,순두부찌개,It is a stew made with soft tofu and spicy sauce.,"Soft tofu, onion, green onion, 1/4 cup water, soy sauce, oyster sauce, red pepper powder, sugar, cheongyang pepper","Dice the onion and chop the green onion. Tip) If you like spicy, add chopped Cheongyang pepper. Put the seasoning ingredients in a bowl and make a sauce. Heat plenty of cooking oil in a saucepan, add onion and green onion, and saute over low heat. Add the seasoning ingredients, water, and soft tofu and boil it for a bit. Tip) You don't need to cut the tofu separately, just scoop it out with a spoon. Tip) If you like, you can add eggs before completion."
2044,간식,빵류,찹쌀와플,It is a waffle with a chewy texture that is baked with glutinous rice flour in a waffle pan.,"Egg, sugar, milk, butter, vanilla extract, glutinous rice flour, baking powder, salt","Add eggs, sugar and vanilla extract and whip evenly. Add milk and mix, then add melted butter and whip. Sift glutinous rice flour, baking powder and salt and mix. Pour the batter into the waffle pan and bake for 4 to 5 minutes on each side and complete."
2045,기타,가공식품,드라이토마토,An ingredient for Italian cuisine made by drying cherry tomatoes.,"Cherry tomato, olive oil, basil powder, rosemary, thyme, pepper, olive oil, sliced ​​garlic","Cut cherry tomatoes in half. Remove the cherry tomatoes seeds slightly. Mix the cherry tomatoes with olive oil, basil powder, rosemary, thyme, and pepper, and put them in the air fryer basket. Turn in the air fryer at 200 degrees for 60 minutes. Adjust the time according to the condition of the cherry tomatoes. Dry tomatoes in a container, sliced Add garlic and pour olive oil to cover. Add herbs according to your taste."
2046,샐러드,샐러드류,그릴버섯샐러드,Salad with grilled mushrooms and vegetables.,"Mushroom mushroom, mini king oyster mushroom, cherry tomato, salad vegetables, whole garlic, herb salt, parmesan cheese powder, olive oil, vinegar, minced onion, oligosaccharide, soy sauce","Cut the cherry tomatoes in half and cut the oyster mushroom and mini king oyster mushroom. Put the sauce ingredients in a bowl and make the sauce. A little pepper is better. Heat olive oil in a pan, add mushrooms and whole garlic, and fry for 2 minutes as if roasting over medium heat, then sprinkle with herb salt and cook until golden. Place salad greens in a bowl and top with grilled mushrooms and cherry tomatoes. Sprinkle the sauce on step 4 and sprinkle with Parmesan cheese to your liking."
2047,양식,파스타류,오뚜기트러플크림파스타,"Creamy pasta full of truffle (truffle) flavor, one of the world's top three delicacies.","Frescot truffle cream, fettuccine noodles, pepper, parmesan cheese, onion, bacon","Prepare the onion and bacon by dicing. Boil the fettuccine noodles in boiling water. Do not throw away the boiled noodles. Heat a little olive oil in a preheated pan and fry the onion and bacon. Add the noodles and stir-fry, then add the sauce and stir-fry. Add pepper and sprinkle with Parmesan cheese to finish."
2048,떡류,떡류,단짠꿀떡,"Gultteok is a rice cake made by steaming non-glutinous rice flour, hitting it in a bowl or in a mortar, and then cutting it into appropriate size and dipped in soybean paste or red bean paste.","Rice cake soup, black sesame, honey, soy sauce, sesame oil","Soak rice cake soup in water for 5 to 10 minutes and then drain the water. Put the seasoning ingredients in a bowl and make a sauce. Heat cooking oil in a frying pan, add rice cake soup and bake until golden. Mix seasoning sauce on top of toasted rice cake and sprinkle with black sesame seeds to finish."
2049,간식,아이스크림류,레드키위아이스크림,It is a dessert made by grinding and freezing red kiwi and eating it like ice cream.,"Red Kiwi, Dark Chocolate, Milk","Peel the kiwi and cut it into whole pieces. Put the red kiwi on the ice cream stick. Put it in crushed dark chocolate, melt it in a hot water bath, mix it with milk, and cool it. Dip red kiwi over chocolate, sprinkle with toppings (crunchy, etc.), and then freeze in the freezer for 1-2 hours to complete."
2050,중식,튀김류,매콤크림새우,Fried shrimp with cream sauce.,"Frozen raw shrimp, mushroom, broccoli, onion, peperoncino, minced garlic, red pepper powder, sugar, soy sauce, fresh cream 1/2 cup, salt, pepper, white bread","Slice the onion and mushroom and cut the broccoli into bite-sized pieces. Add salt to boiling water and blanch broccoli for about 30 seconds. Heat cooking oil in a heated pan, add minced garlic, onion, mushroom, and peperoncino and fry over medium heat for 3-4 minutes. Add shrimp, red pepper powder, sugar, soy sauce, and fresh cream and boil over medium heat for 5 minutes. Add poached broccoli, salt, and pepper and boil for a bit. It is good to bake bread and serve."
2051,차류,혼합차류,아이스스파클링블렌딩티,"It is a tea drink blended with lemongrass, hibiscus, rosehip and peppermint.","Apple Mint, Ice, Seagram Carbonated Water, Honey Lemon Black Tea, Fruit, Ice, Seagram Carbonated Water, Honey Grapefruit Black Tea",[Honey Lemon Mojito] Put apple mint in a glass and crush it. add ice Pour the seagram. Add Honey Lemon Black Tea. Mix well to finish. [Honey Grapefruit Punch] Put ice in the glass. Add Honey Grapefruit Black Tea. Pour the seagram. Add fruit to your liking and you're done.
2052,간식,스낵류,라면땅,It is a snack made by crushing ramen noodles and frying them with sugar.,"Ramen, sugar","Cut the ramen in half and then divide it into easy-to-eat portions. Put it in the air fryer and bake for 7 minutes at 180 degrees. Put the fried ramen, soup, and sugar in the bag and shake to mix."
2053,간식,스낵류,감자칩,Crispy deep-fried sweets with thinly sliced ​​potatoes.,"Potatoes, cooking oil, salt, pepper","Wash the potatoes and slice them thinly using a sharp knife. Put the potatoes in water and let it sit for 20 minutes. Soaking the potatoes in water will remove the starch and make them more crispy. Put it on a kitchen towel and remove the water thoroughly. Put potatoes, cooking oil, salt and pepper in a plastic bag and mix well. Put the potatoes in the air fryer. Rotate them in the air fryer at 170 degrees for 35 minutes to complete. Turn them over halfway through."
2054,양식,햄버거류,에그불고기햄버거,Bulgogi patty with fried egg to make it even stronger.,"Hamburger bun, lettuce, egg, market tteokgalbi, teriyaki sauce, mayonnaise, butter",Put butter in a heated pan and bake hamburger buns. Bake the tteokgalbi Make fried eggs. Put teriyaki sauce on the inside of the hamburger bun and cover the bulgogi patty> egg> lettuce> mayonnaise> bread to finish.
2055,일식,초밥류,미니언즈달걀초밥,"This is character sushi made with seaweed strips on top of rolled egg sushi, and eyes and mouths attached.","Rice, Cheddar Cheese, Seaweed, Black Sesame, Vinegar, Sugar 1/2 tbsp, Salt, Egg, Kelp Broth, Cooking Wine, Salt","Put the ingredients for the blended vinegar in a pot and bring to a boil to cool. Mix 1 tablespoon of mixing vinegar and rice to make a sushi size. Mix the mixing vinegar while the rice is hot. Mix the egg roll ingredients and sieve. Lightly grease a pan with oil and fry the egg rolls, roll them in wrap or kimbap to cool."
2056,간식,튀김류,고구마치즈볼,A nutritious snack made with sweet potatoes and cheese and then fried.,"Sweet potato, mozzarella cheese, parmesan cheese powder, salt, pepper, breadcrumbs, egg, flour","Mash the boiled sweet potato and mix with Parmesan cheese powder, salt and pepper. When the sweet potato is hot, mash it well. Cut the mozzarella cheese into 2cm squares. Make mashed sweet potatoes flat and wrap them with mozzarella cheese. Coat the dough in the order of flour -> egg -> breadcrumbs and bake for 15 minutes in an air fryer at 180 degrees."
2057,안주,구이류,간장닭날개구이,"It is a dish of chicken wings trimmed and seasoned, then put in an air fryer and grilled.","Chicken wings, milk, soy sauce, oyster sauce, oligosaccharide, minced garlic, cooking wine, salt, pepper","Wash chicken wings thoroughly and soak them in milk for 10 minutes to remove the moisture. Soak chicken wings in milk to remove the foul smell. Cut the chicken wings. Put the sauce ingredients in a bowl and make the sauce. Add the sauce to the chicken wings and marinate for 10 minutes. Bake for 10 minutes at 180 degrees in the air fryer, turn over and bake for another 5 minutes. Air fryer"
2058,분식,튀김류,새우떡강정,This is Gangjeong made with fried rice cakes and shrimp in a sweet and spicy sauce.,"Shrimp, rice cake, onion, tempura powder, potato starch, red pepper paste, ketchup, chili sauce, oligosaccharide, sugar, cooking wine, minced garlic, water","Chop the onion and put the sauce ingredients and chopped onion in a bowl to make the sauce. Add the sauce to the pan and fry. Dip the cleaned shrimp in potato starch and fry the shrimp and rice cakes in oil preheated to 170 degrees. The temperature of 170 degrees is suitable if small bubbles appear for 2-3 seconds when immersing wooden chopsticks. Add fried shrimp and rice cakes to step 2, stir-fry quickly over high heat, and sprinkle with sesame seeds to finish."
2059,분식,면류,튀김칼국수,Fried Kalguksu boasts a fantastic combination of crispy tempura and chewy kalguksu.,Fried Kalguksu,"Put 550ml of water in a pot and bring to a boil. When the water boils, add noodles and powdered soup and boil for about 5 minutes. After cooking, turn off the heat and add the seasoning soup to finish. To control sodium intake, add an appropriate amount of soup according to your taste and cook."
2060,분식,김밥류,연어김밥,Kimbap made with smoked salmon.,"Salmon, lettuce, salt, egg, rice 1+1/2 bowl, laver for kimbap, mayonnaise, onion, lemon juice, honey, salt, pepper, sugar, vinegar, salt","Cut the salmon in half. Remove any skins if present. Dissolve salt in eggs and sift through a sieve. After making the egg rolls, divide it into two. Add the ingredients for the sweet soy sauce to the rice and mix. Chop the onion and put the sauce ingredients in a bowl to make the sauce. If you want to make it simple, you can use a commercially available horseradish sauce. Spread the rice thinly on the laver for kimbap > green lettuce > sauce > salmon > roll up the egg and roll it up."
